,0,1
647,سوزاک اچ پی وی اچ آی وی سیفلیس تبخال و همه رو تتلو انتقال میده,"""تنفر"""
648,چرا انقد همه شیطون شدن,"""غیرتنفر"""
649,ده میلیون فالور ولی سیصد هزارتا ویو شاشیدم تو فیک هات,"""تنفر"""
650,با تتلو کی ازدواج میکنی,"""غیرتنفر"""
651,همون حرفها رو باید بزنه تا ارتقا پیدا کنه دیگه,"""تنفر"""
652,دیگه دوره پسرهای بامعرفت سر اومده,"""غیرتنفر"""
653,چرا در مورد این همه ادم توی امریکا بخاطر داشتن اسلحه میمیرن حرف نمیزنیچرا درباره رای مردم امریکا که با الکتراکال ازبین میره حرف نمیزنیچرا ترامپ میخواست حرف بزنه برنامه شو قطع کردن حرف نمیزنیسپتامبر نمیگیبرو یکم مستندهای مایکل مور نگاه کن میفهمی,"""تنفر"""
654,احساس میکنم نفری بعدی که خودکشی میکنه سحر قریشیه,"""تنفر"""
655,وای اومدم فقط کامنت بخونم,"""غیرتنفر"""
656,بعضی‌ها میرن دستشویی بازوهاشون می‌افته روی زانوسون فک میکنند فایترنتو اگه سواد سیاسیداشتی حداقل یه امید دانایی میشدی الانبه خودت نگاه کن یه دلقک سیرکی اینو هم مدیون تلوزیون ایرانی زیپ شلوار یه کارمند از گوزیدن کدخدای شماکه بدتر نیستمن یک ادم معمولیملطفا انگ ساندیسفلانو نچسپونید,"""تنفر"""
657,از تتل بگو واسمون یکم,"""غیرتنفر"""
658,خیلی کنار هم قشنگید بمونید برای هم همیشه,"""غیرتنفر"""
659,من یکی فکر نمیکردم بری پیش تتلوهنوزم باورم نمیشه,"""غیرتنفر"""
660,البته که پدر فیلترینگ جهان ایرانه چون ننهی فیلترینگ رو گاییده با این اینترنت,"""تنفر"""
661,پول‌های جمشید چی شد,"""غیرتنفر"""
662,چی تو آبرنگ دیدی که ما نمیتونیم ببینیم یعنی خاک عالم بر سرت,"""تنفر"""
663,ماشالا سلطان چه چیزی رو طور کرده یه من,"""غیرتنفر"""
664,گل گفتی طلبه باید طلبکار باشه,"""تنفر"""
665,واسمون بت هس توم حواست ب تتلمون باشه,"""غیرتنفر"""
666,پست پشت فرمون نمیشه کهعاقبت اینجوریهتخمی از آب در میاد,"""تنفر"""
667,چقویهوفالووراش رفت بالاایناهمش فیلمه خبری نیست,"""تنفر"""
668,جالب هس نوید عینک جوشکاری ش رو نزده,"""تنفر"""
669,نوید لیاقت تو خیلی بیشتر از ی بیوه افغانیه,"""تنفر"""
670,توهم از تتل یه عشق مامان بیار,"""غیرتنفر"""
671,تو این همه افراد مشهور کسی هست که پیشش نرفته باشی,"""تنفر"""
672,توی چلغوز فقط یک دلقک هستی که از گوزیدن اربابانت هم مجبوری دفاع کنی منافقینسگانامریکا منافقینکوردل,"""تنفر"""
673,با پول جمشید قاسم پور رقتی پیش تتلو,"""تنفر"""
674,یعنی شاشیدم دعن تک تکشون,"""تنفر"""
675,میدونم توهم مشکل هایی تو زندگیت داری و تلاش میکنی که به هدف هات برسی و مشکلاتت تموم بشه اما دعای امروز من اینه که اول از همه سالم و سرحال باشی و مشکلاتت حل بشه و به هرچیزی که تو هدفت هست برسی,"""غیرتنفر"""
676,کی پیج تتلو رو داره,"""غیرتنفر"""
677,فارسی بنویس بوله موو پای بوفتیم,"""غیرتنفر"""
678,طارمی الان یه سوپراستار که دخترای پرتقالی براش میمیرن مگه با رونالدو رل بزنی که ازطارمی سرتر باشه,"""تنفر"""
679,جدن تو این وضو اوضاع تو و او تتلوو جلف دیگه تخم مردمم نیستین شدین ی فیلم طنز,"""تنفر"""
680,اخوک گوزواصلاشغل هنرتون جزدزدی فسادفاحشگی دروغ پیهمثل عمامان هرزتون بودید,"""تنفر"""
681,خفه بشین بسه دیگه خانم فکور صبور از دست شماها خودشو کشت خانم نامداری خودشو به خاطر شماها کشت اون زبونهای گندتونو بکنید تو حلقومتون که باعث مرگ بقیه شده ننگ به شماها اشغالهای حسود,"""تنفر"""
682,مبارکت باشه حج خانومی تتل,"""غیرتنفر"""
683,بنیانگذار تروریسم اسلامی محمد ابن عبدالله بود,"""تنفر"""
684,گربه نجسه موهاش میریزه تو غذا چیه اه اه,"""تنفر"""
685,خاک تو سر جماعت ما که بدبختن,"""تنفر"""
686,زیاد جدی نگیر سینا جان کلا اخوندا عادت دارن به گوه خوری کردن وگرنه دیقا خودشون میدونن حرومزادتر از خودشون رو زمین وجود نداره,"""تنفر"""
687,بخدادیگه دوره اینکه سرمونوتوزندگی کسی کنیم تموم شده,"""غیرتنفر"""
688,ای شیطون تو هم اومدی کامنت بخونی,"""غیرتنفر"""
689,خجالتم نمیکشی مثلا همکارجوونت مرده عکس استوری از خوش گذرونبات پیش یکی بدتر از خودت لنگه‌ی خودت هرز میزاری لیاقتت همون تتله ایندفه اینو گیر آوردی بتیغی بیسواد بی هنر,"""تنفر"""
690,چرا ملت ما فقط بلدن بهم توهین کنن یا با توهین کاری درس میشه,"""تنفر"""
691,ولی خوب پای فالور با پول زیاد وسطه دیگه کل اعتقادو حیثیتشون هدفشو شده این که میگن یه چن روز حاشیه درست میکنیم میریم پیشش میمونیم حالا چند بارم میخواد بکنه دیگه چیزی نمیشه ولی پول خوب درمیاریم این شده تمام هدف این خانوم و امثالش واقعا به گوه کشیدن افکار دخترای ایرانو امثال این خانوم,"""تنفر"""
692,خونه رو ولش پیشی چه نازه,"""غیرتنفر"""
693,فقط با سجاد قریبی نبوده مهم نیست,"""تنفر"""
694,اون موقه که اون ممهات خوشگل سفت بود,"""تنفر"""
695,چرا از آهنگای حاجی نزاشتی,"""غیرتنفر"""
696,چرا عین گاو داری مارو نگاه میکنی,"""تنفر"""
697, ای خدادست پیشی چی شده,"""غیرتنفر"""
698,واقعا نفهمیدم تو چرا  فالور داری,"""تنفر"""
699,یعنی لاس‌تر و جنده‌تر تو نیس,"""تنفر"""
700,خیلی قشنگید انشالله به پای هم پیر بشید,"""غیرتنفر"""
701,اصلا برات مهم هست خانوم زهره فکور فوت شدن نه تسلیتی نه هیچی تو دلنوازان همبازی بودین,"""غیرتنفر"""
702,دلم میخواهد ,"""غیرتنفر"""
703,وا پس چرا عین دیوونه‌ها زل زده تو دوربین,"""تنفر"""
704,جدن به ما مربوط نیست زندگی دیگران این که مثل عقدای‌ها ریخیت چرتو پرت میگین تو کامنت‌ها شخصیت خودتو زیر سوال میبره,"""غیرتنفر"""
705,بمیرم که آنژیوکت توی دستشه,"""غیرتنفر"""
706,نیسان آبی رو خداروشکر تموم کردی بعد رفتی,"""غیرتنفر"""
707,تتلیا به سحر میگن زن داداش,"""غیرتنفر"""
708,الان باید فقط تتل گوش کنی پویان کیه دیگه,"""غیرتنفر"""
709,مگه اینجا چش بود رفتی این ریحانه پارسا هم رفت از مد افتاد تو حداقل تا اتفاقی نیوفتاده برگرد,"""غیرتنفر"""
710,دوستم منم ابی میخام باشم,"""غیرتنفر"""
711,سحر خانوم خدا وکیلی تتلو شبی چند بار می‌کنتد فقط صادقانه جواب بده,"""تنفر"""
712,بهترین فیلم فقط نیسان ابی,"""غیرتنفر"""
713,دیگ موهاتو کوتاه نکن مو بلندبیشتر بت میاد,"""غیرتنفر"""
714,اشغال خالی میبنده ادروغ میگه از راست قشنگ‌تر,"""تنفر"""
715,خدا چقدر شما عقشقین خدا براهم نگهتون داره یعنی توی اوج رفنتون مقل ما مردم عادی بی شیله پیله این بالا بالا ببینمتون عشقا بهترینا,"""غیرتنفر"""
716,جان تو و جان تتل هرچند تتل حریف دنیا شد ولی حریف تو یکی نمیشه تو از قریش هستی قریشی,"""غیرتنفر"""
717,با اینکه از ذات کثیف آخوند جماعت متنفرمولی هیچگونه حقی برای آموزگاران قایل نیستمهمین مقدار حقوقی هم که میگیرن از سرشان زیادهیه مشت اراجیف و کتابهای مهندسی شده به خورد بچه‌ها میدننمیدانم با چه رویی میگن حقوقشان افزایش پیدا بکنه,"""تنفر"""
718,خوب خدا رو شکر یک نفر دیگه از مودم خاور میانه به آرزوها و رویاهاش داره میرسه همیشه با عشق باشید خانم حسینی,"""غیرتنفر"""
719,مخ جمشید قاسم پور زدی خوانوادش از هم پاشوندی بس نبود رفتی طرف تتلو,"""تنفر"""
720,چرا کتاب قران رامیخوانی الله یک صفحه از خودش تعریف کرده سه صفحه ما را تهدید کرده پنج صفحه هم برای محمد خانم اورده,"""تنفر"""
721,سری همین الان برو پولای جمشیدو پس بده که میخواد افعی  رو بسازه,"""غیرتنفر"""
722,عنتر سفر علمی هم میخواد سفر آخرت بهترین و مناسب‌ترین سفر برای آخوند جماعت از اول تا آخرشون,"""تنفر"""
723,سحر جان همه سایزو تجربه کردن رفتن سراغ هفت رنگشبراش جذابه اخهیاد اون کلیپش میفتم ک میگ کنار مردا منقلب میشماویی خدا,"""تنفر"""
724,به پای هم پیر بشین مبارکا باشه ارزوی خوشبختی,"""غیرتنفر"""
